Restaurants_Name,Cost_of_two,Areas,Reatings,Discounts
Srinidhi Signature,Multicuisine₹2000 for two,"Whitefield, East Bengaluru","Srinidhi SignatureWhitefield, East BengaluruMulticuisine₹2000 for two4.4",Flat 15% + 25% with Bank Offers
Srinidhi Signature,Multicuisine₹2000 for two,"Whitefield, East Bengaluru","Srinidhi SignatureWhitefield, East BengaluruMulticuisine₹2000 for two4.4",Flat 15% + 25% with Bank Offers
Zen ,"Pan Asian, Asian₹7080 for two","The Leela Palace, Bengaluru","Zen The Leela Palace, BengaluruPan Asian, Asian₹7080 for two4.4",Flat 10% + 25% with Bank Offers
Zen ,"Pan Asian, Asian₹7080 for two","The Leela Palace, Bengaluru","Zen The Leela Palace, BengaluruPan Asian, Asian₹7080 for two4.4",Flat 10% + 25% with Bank Offers
Qissa Arabic Restaurant,Arabian₹2000 for two,"Indiranagar, East Bengaluru","Qissa Arabic RestaurantIndiranagar, East BengaluruArabian₹2000 for two4.4",25% Off :Payeazy
Qissa Arabic Restaurant,Arabian₹2000 for two,"Indiranagar, East Bengaluru","Qissa Arabic RestaurantIndiranagar, East BengaluruArabian₹2000 for two4.4",25% Off :Payeazy
Zero Degree On The Hill Brewery And Kitchen,North Indian₹2000 for two,"Rajarajeshwari Nagar, South Bengaluru","Zero Degree On The Hill Brewery And KitchenRajarajeshwari Nagar, South BengaluruNorth Indian₹2000 for two5.0",25% Off :Payeazy
Zero Degree On The Hill Brewery And Kitchen,North Indian₹2000 for two,"Rajarajeshwari Nagar, South Bengaluru","Zero Degree On The Hill Brewery And KitchenRajarajeshwari Nagar, South BengaluruNorth Indian₹2000 for two5.0",25% Off :Payeazy
Neravi,Multicuisine₹2000 for two,"RT Nagar, North Bengaluru","NeraviRT Nagar, North BengaluruMulticuisine₹2000 for two3.3",Flat 15% + 25% with Bank Offers
Neravi,Multicuisine₹2000 for two,"RT Nagar, North Bengaluru","NeraviRT Nagar, North BengaluruMulticuisine₹2000 for two3.3",Flat 15% + 25% with Bank Offers
Checkered Bar,Multicuisine₹2000 for two,"The MGM Mark Whitefield, Bengaluru","Checkered BarThe MGM Mark Whitefield, BengaluruMulticuisine₹2000 for two4.0",Flat 20% + 25% with Bank Offers
Checkered Bar,Multicuisine₹2000 for two,"The MGM Mark Whitefield, Bengaluru","Checkered BarThe MGM Mark Whitefield, BengaluruMulticuisine₹2000 for two4.0",Flat 20% + 25% with Bank Offers
Garden by su,Multicuisine₹2000 for two,"Jayanagar, South Bengaluru","Garden by suJayanagar, South BengaluruMulticuisine₹2000 for two4.3",25% Off :Payeazy
Garden by su,Multicuisine₹2000 for two,"Jayanagar, South Bengaluru","Garden by suJayanagar, South BengaluruMulticuisine₹2000 for two4.3",25% Off :Payeazy
Oakleaf,Multicuisine₹2500 for two,"Oakwood Residence, Whitefield","OakleafOakwood Residence, WhitefieldMulticuisine₹2500 for two4.5",Flat 20% + 25% with Bank Offers
Oakleaf,Multicuisine₹2500 for two,"Oakwood Residence, Whitefield","OakleafOakwood Residence, WhitefieldMulticuisine₹2500 for two4.5",Flat 20% + 25% with Bank Offers
Nostalgia Kolkata,Bengali₹600 for two,"Koramangala, South Bengaluru","Nostalgia KolkataKoramangala, South BengaluruBengali₹600 for two3.0",Flat 10% + 25% with Bank Offers
Nostalgia Kolkata,Bengali₹600 for two,"Koramangala, South Bengaluru","Nostalgia KolkataKoramangala, South BengaluruBengali₹600 for two3.0",Flat 10% + 25% with Bank Offers
Nom Nom - Asian Bar & Eatery,"Finger Food, Cocktail Menu, Pan Asian₹2500 for two","Kaikondrahalli, Bengaluru","Nom Nom - Asian Bar & EateryKaikondrahalli, BengaluruFinger Food, Cocktail Menu, Pan Asian₹2500 for two4.2",25% Off :Payeazy
Nom Nom - Asian Bar & Eatery,"Finger Food, Cocktail Menu, Pan Asian₹2500 for two","Kaikondrahalli, Bengaluru","Nom Nom - Asian Bar & EateryKaikondrahalli, BengaluruFinger Food, Cocktail Menu, Pan Asian₹2500 for two4.2",25% Off :Payeazy
The Warehouse Bar & Kitchen,Multicuisine₹1000 for two,"Devanahalli, Bengaluru","The Warehouse Bar & KitchenDevanahalli, BengaluruMulticuisine₹1000 for two4.0",Flat 10% + 25% with Bank Offers
The Warehouse Bar & Kitchen,Multicuisine₹1000 for two,"Devanahalli, Bengaluru","The Warehouse Bar & KitchenDevanahalli, BengaluruMulticuisine₹1000 for two4.0",Flat 10% + 25% with Bank Offers
Blue Waters,North Indian₹2000 for two,"Bannerghatta Road, South Bengaluru","Blue WatersBannerghatta Road, South BengaluruNorth Indian₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Blue Waters,North Indian₹2000 for two,"Bannerghatta Road, South Bengaluru","Blue WatersBannerghatta Road, South BengaluruNorth Indian₹2000 for two4.0",Flat 10% + 25% with Bank Offers
20 Char,Multicuisine₹2300 for two,"Sterlings Mac Hotel, Bengaluru","20 CharSterlings Mac Hotel, BengaluruMulticuisine₹2300 for two4.0",Flat 15% + 25% with Bank Offers
20 Char,Multicuisine₹2300 for two,"Sterlings Mac Hotel, Bengaluru","20 CharSterlings Mac Hotel, BengaluruMulticuisine₹2300 for two4.0",Flat 15% + 25% with Bank Offers
The Terrace Bar,North Indian₹2000 for two,"Fortune Park JP Celestial, Bengaluru","The Terrace BarFortune Park JP Celestial, BengaluruNorth Indian₹2000 for two4.0",Flat 15% + 25% with Bank Offers
The Terrace Bar,North Indian₹2000 for two,"Fortune Park JP Celestial, Bengaluru","The Terrace BarFortune Park JP Celestial, BengaluruNorth Indian₹2000 for two4.0",Flat 15% + 25% with Bank Offers
Buns And Butter,Continental₹400 for two,"Koramangala, South Bengaluru","Buns And ButterKoramangala, South BengaluruContinental₹400 for two4.0",Flat 20% + 25% with Bank Offers
Buns And Butter,Continental₹400 for two,"Koramangala, South Bengaluru","Buns And ButterKoramangala, South BengaluruContinental₹400 for two4.0",Flat 20% + 25% with Bank Offers
Mashriq mandi,Multicuisine₹600 for two,"Koramangala 5th Block, South Bengaluru","Mashriq mandiKoramangala 5th Block, South BengaluruMulticuisine₹600 for two5.0",25% Off :Payeazy
Mashriq mandi,Multicuisine₹600 for two,"Koramangala 5th Block, South Bengaluru","Mashriq mandiKoramangala 5th Block, South BengaluruMulticuisine₹600 for two5.0",25% Off :Payeazy
Plunge - By Vapor,Multicuisine₹2000 for two,"Kammanahalli, East Bengaluru","Plunge - By VaporKammanahalli, East BengaluruMulticuisine₹2000 for two5.0",Flat 15% + 25% with Bank Offers
Plunge - By Vapor,Multicuisine₹2000 for two,"Kammanahalli, East Bengaluru","Plunge - By VaporKammanahalli, East BengaluruMulticuisine₹2000 for two5.0",Flat 15% + 25% with Bank Offers
Board 4 Bored,Multicuisine₹2000 for two,"Basavanagudi, South Bengaluru  | View All(2) Outlets","Board 4 BoredBasavanagudi, South Bengaluru  | View All(2) OutletsMulticuisine₹2000 for two4.7",25% Off :Payeazy
Board 4 Bored,Multicuisine₹2000 for two,"Basavanagudi, South Bengaluru  | View All(2) Outlets","Board 4 BoredBasavanagudi, South Bengaluru  | View All(2) OutletsMulticuisine₹2000 for two4.7",25% Off :Payeazy
Hunaaan,Pan Asian₹1500 for two,"New BEL Road, North Bengaluru  | View All(1) Outlets","HunaaanNew BEL Road, North Bengaluru  | View All(1) OutletsPan Asian₹1500 for two4.5",25% Off :Payeazy
Hunaaan,Pan Asian₹1500 for two,"New BEL Road, North Bengaluru  | View All(1) Outlets","HunaaanNew BEL Road, North Bengaluru  | View All(1) OutletsPan Asian₹1500 for two4.5",25% Off :Payeazy
Samron Restaurant,Multicuisine₹2500 for two,"Rajajinagar, West Bengaluru","Samron RestaurantRajajinagar, West BengaluruMulticuisine₹2500 for two4.2",25% Off :Payeazy
Samron Restaurant,Multicuisine₹2500 for two,"Rajajinagar, West Bengaluru","Samron RestaurantRajajinagar, West BengaluruMulticuisine₹2500 for two4.2",25% Off :Payeazy
Hydeout Bar and Lounge,Finger Food₹2000 for two,Sheraton Grand Bangalore at Brigade Gateway,Hydeout Bar and LoungeSheraton Grand Bangalore at Brigade GatewayFinger Food₹2000 for two4.0,Flat 10% + 25% with Bank Offers
Hydeout Bar and Lounge,Finger Food₹2000 for two,Sheraton Grand Bangalore at Brigade Gateway,Hydeout Bar and LoungeSheraton Grand Bangalore at Brigade GatewayFinger Food₹2000 for two4.0,Flat 10% + 25% with Bank Offers
Jam's Kitchen,Multicuisine₹2000 for two,"Rajajinagar, West Bengaluru","Jam's KitchenRajajinagar, West BengaluruMulticuisine₹2000 for two4.0",Flat 20% + 25% with Bank Offers
Jam's Kitchen,Multicuisine₹2000 for two,"Rajajinagar, West Bengaluru","Jam's KitchenRajajinagar, West BengaluruMulticuisine₹2000 for two4.0",Flat 20% + 25% with Bank Offers
Sip Society Bar & Kitchen,"Finger Food, Indian, Cocktail Menu₹1000 for two","Panathur, Bengaluru","Sip Society Bar & KitchenPanathur, BengaluruFinger Food, Indian, Cocktail Menu₹1000 for two4.0",25% Off :Payeazy
Sip Society Bar & Kitchen,"Finger Food, Indian, Cocktail Menu₹1000 for two","Panathur, Bengaluru","Sip Society Bar & KitchenPanathur, BengaluruFinger Food, Indian, Cocktail Menu₹1000 for two4.0",25% Off :Payeazy
Yuki - Cocktail Bar and Kitchen,Pan Asian₹1500 for two,"Whitefield, East Bengaluru","Yuki - Cocktail Bar and KitchenWhitefield, East BengaluruPan Asian₹1500 for two4.7",25% Off :Payeazy
Yuki - Cocktail Bar and Kitchen,Pan Asian₹1500 for two,"Whitefield, East Bengaluru","Yuki - Cocktail Bar and KitchenWhitefield, East BengaluruPan Asian₹1500 for two4.7",25% Off :Payeazy
Izanagi,Japanese₹2000 for two,"Indiranagar, East Bengaluru","IzanagiIndiranagar, East BengaluruJapanese₹2000 for two4.1",25% Off :Payeazy
Izanagi,Japanese₹2000 for two,"Indiranagar, East Bengaluru","IzanagiIndiranagar, East BengaluruJapanese₹2000 for two4.1",25% Off :Payeazy
The Groot,European₹2000 for two,"Bhartiya Mall, Bengaluru  | View All(3) Outlets","The GrootBhartiya Mall, Bengaluru  | View All(3) OutletsEuropean₹2000 for two4.0",25% Off :Payeazy
The Groot,European₹2000 for two,"Bhartiya Mall, Bengaluru  | View All(3) Outlets","The GrootBhartiya Mall, Bengaluru  | View All(3) OutletsEuropean₹2000 for two4.0",25% Off :Payeazy
Zafrani House,"Indian, Arabian, Chinese₹500 for two","Kanakapura Road, South Bengaluru","Zafrani HouseKanakapura Road, South BengaluruIndian, Arabian, Chinese₹500 for two4.6",Flat 10% + 25% with Bank Offers
Zafrani House,"Indian, Arabian, Chinese₹500 for two","Kanakapura Road, South Bengaluru","Zafrani HouseKanakapura Road, South BengaluruIndian, Arabian, Chinese₹500 for two4.6",Flat 10% + 25% with Bank Offers
Sixth Stage Pub,Multicuisine₹1000 for two,"Banashankari, South Bengaluru","Sixth Stage PubBanashankari, South BengaluruMulticuisine₹1000 for two5.0",25% Off :Payeazy
Sixth Stage Pub,Multicuisine₹1000 for two,"Banashankari, South Bengaluru","Sixth Stage PubBanashankari, South BengaluruMulticuisine₹1000 for two5.0",25% Off :Payeazy
The Spice Studio,Indian₹2000 for two,"Brookefield, East Bengaluru","The Spice StudioBrookefield, East BengaluruIndian₹2000 for two3.7",25% Off :Payeazy
The Spice Studio,Indian₹2000 for two,"Brookefield, East Bengaluru","The Spice StudioBrookefield, East BengaluruIndian₹2000 for two3.7",25% Off :Payeazy
The Coral,Mangalorean₹800 for two,"BTM, South Bengaluru","The CoralBTM, South BengaluruMangalorean₹800 for two5.0",25% Off :Payeazy
The Coral,Mangalorean₹800 for two,"BTM, South Bengaluru","The CoralBTM, South BengaluruMangalorean₹800 for two5.0",25% Off :Payeazy
H3Y Salad Cafe,"Shakes, Continental₹500 for two","Kalyan Nagar, North Bengaluru","H3Y Salad CafeKalyan Nagar, North BengaluruShakes, Continental₹500 for two5.0",Flat 10% + 25% with Bank Offers
H3Y Salad Cafe,"Shakes, Continental₹500 for two","Kalyan Nagar, North Bengaluru","H3Y Salad CafeKalyan Nagar, North BengaluruShakes, Continental₹500 for two5.0",Flat 10% + 25% with Bank Offers
Fish Fryday,Seafood₹2000 for two,"HSR, South Bengaluru","Fish FrydayHSR, South BengaluruSeafood₹2000 for two5.0",25% Off :Payeazy
Fish Fryday,Seafood₹2000 for two,"HSR, South Bengaluru","Fish FrydayHSR, South BengaluruSeafood₹2000 for two5.0",25% Off :Payeazy
Simply Native,South Indian₹2000 for two,"Domlur, East Bengaluru","Simply NativeDomlur, East BengaluruSouth Indian₹2000 for two3.5",Flat 15% + 25% with Bank Offers
Simply Native,South Indian₹2000 for two,"Domlur, East Bengaluru","Simply NativeDomlur, East BengaluruSouth Indian₹2000 for two3.5",Flat 15% + 25% with Bank Offers
CoKAnut Flames,Indian₹450 for two,"Electronic City Phase 1, South Bengaluru","CoKAnut FlamesElectronic City Phase 1, South BengaluruIndian₹450 for two4.0",Flat 20% + 25% with Bank Offers
CoKAnut Flames,Indian₹450 for two,"Electronic City Phase 1, South Bengaluru","CoKAnut FlamesElectronic City Phase 1, South BengaluruIndian₹450 for two4.0",Flat 20% + 25% with Bank Offers
Anantha Pure Veg ,North Indian₹1000 for two,"Rajarajeshwari Nagar, South Bengaluru  | View All(3) Outlets","Anantha Pure Veg Rajarajeshwari Nagar, South Bengaluru  | View All(3) OutletsNorth Indian₹1000 for two4.1",25% Off :Payeazy
Anantha Pure Veg ,North Indian₹1000 for two,"Rajarajeshwari Nagar, South Bengaluru  | View All(3) Outlets","Anantha Pure Veg Rajarajeshwari Nagar, South Bengaluru  | View All(3) OutletsNorth Indian₹1000 for two4.1",25% Off :Payeazy
Pind Balluchi,North Indian₹800 for two,"Kaikondrahalli, Bengaluru","Pind BalluchiKaikondrahalli, BengaluruNorth Indian₹800 for two3.6",25% Off :Payeazy
Pind Balluchi,North Indian₹800 for two,"Kaikondrahalli, Bengaluru","Pind BalluchiKaikondrahalli, BengaluruNorth Indian₹800 for two3.6",25% Off :Payeazy
Toy Boy,"Finger Food, Cocktail Menu₹2000 for two","Lulu Global Mall, Rajajinagar","Toy BoyLulu Global Mall, RajajinagarFinger Food, Cocktail Menu₹2000 for two3.8",25% Off :Payeazy
Toy Boy,"Finger Food, Cocktail Menu₹2000 for two","Lulu Global Mall, Rajajinagar","Toy BoyLulu Global Mall, RajajinagarFinger Food, Cocktail Menu₹2000 for two3.8",25% Off :Payeazy
No Limmits Global Desi & Bar,Multicuisine₹2000 for two,"Yelahanka, North Bengaluru","No Limmits Global Desi & BarYelahanka, North BengaluruMulticuisine₹2000 for two4.0",Flat 20% + 25% with Bank Offers
No Limmits Global Desi & Bar,Multicuisine₹2000 for two,"Yelahanka, North Bengaluru","No Limmits Global Desi & BarYelahanka, North BengaluruMulticuisine₹2000 for two4.0",Flat 20% + 25% with Bank Offers
Andrea's Brasserie,Multicuisine₹1600 for two,"Yelahanka, North Bengaluru","Andrea's BrasserieYelahanka, North BengaluruMulticuisine₹1600 for two4.7",25% Off :Payeazy
Andrea's Brasserie,Multicuisine₹1600 for two,"Yelahanka, North Bengaluru","Andrea's BrasserieYelahanka, North BengaluruMulticuisine₹1600 for two4.7",25% Off :Payeazy
Unlock Bar,"Cocktail Menu, Finger Food₹1000 for two","Keys Select By Lemon Tree Hotels, Hosur Road, Bengaluru","Unlock BarKeys Select By Lemon Tree Hotels, Hosur Road, BengaluruCocktail Menu, Finger Food₹1000 for two4.0",25% Off :Payeazy
Unlock Bar,"Cocktail Menu, Finger Food₹1000 for two","Keys Select By Lemon Tree Hotels, Hosur Road, Bengaluru","Unlock BarKeys Select By Lemon Tree Hotels, Hosur Road, BengaluruCocktail Menu, Finger Food₹1000 for two4.0",25% Off :Payeazy
Cheers Parathas,Multicuisine₹2000 for two,"Kanakapura Road, South Bengaluru  | View All(1) Outlets","Cheers ParathasKanakapura Road, South Bengaluru  | View All(1) OutletsMulticuisine₹2000 for two5.0",Flat 25% + 25% with Bank Offers
Cheers Parathas,Multicuisine₹2000 for two,"Kanakapura Road, South Bengaluru  | View All(1) Outlets","Cheers ParathasKanakapura Road, South Bengaluru  | View All(1) OutletsMulticuisine₹2000 for two5.0",Flat 25% + 25% with Bank Offers
Rajdhani Mall Of Asia,"Gujarati, Rajasthani₹2000 for two","Phoenix Mall Of Asia, Yelahanka, Bengaluru","Rajdhani Mall Of AsiaPhoenix Mall Of Asia, Yelahanka, BengaluruGujarati, Rajasthani₹2000 for two4.2",25% Off :Payeazy
Rajdhani Mall Of Asia,"Gujarati, Rajasthani₹2000 for two","Phoenix Mall Of Asia, Yelahanka, Bengaluru","Rajdhani Mall Of AsiaPhoenix Mall Of Asia, Yelahanka, BengaluruGujarati, Rajasthani₹2000 for two4.2",25% Off :Payeazy
Charcoal Veg Grill,Multicuisine₹1200 for two,"Jayanagar, South Bengaluru","Charcoal Veg GrillJayanagar, South BengaluruMulticuisine₹1200 for two2.4",Flat 10% + 25% with Bank Offers
Charcoal Veg Grill,Multicuisine₹1200 for two,"Jayanagar, South Bengaluru","Charcoal Veg GrillJayanagar, South BengaluruMulticuisine₹1200 for two2.4",Flat 10% + 25% with Bank Offers
Neemsi Restaurant,Global Cuisine₹1500 for two,"JP Nagar, South Bengaluru","Neemsi RestaurantJP Nagar, South BengaluruGlobal Cuisine₹1500 for two4.8",25% Off :Payeazy
Neemsi Restaurant,Global Cuisine₹1500 for two,"JP Nagar, South Bengaluru","Neemsi RestaurantJP Nagar, South BengaluruGlobal Cuisine₹1500 for two4.8",25% Off :Payeazy
Kritunga Restaurant,Multicuisine₹2000 for two,"Whitefield, East Bengaluru  | View All(4) Outlets","Kritunga RestaurantWhitefield, East Bengaluru  | View All(4) OutletsMulticuisine₹2000 for two3.8",Flat 10% + 25% with Bank Offers
Kritunga Restaurant,Multicuisine₹2000 for two,"Whitefield, East Bengaluru  | View All(4) Outlets","Kritunga RestaurantWhitefield, East Bengaluru  | View All(4) OutletsMulticuisine₹2000 for two3.8",Flat 10% + 25% with Bank Offers
Quench Bar,"Finger Food, Cocktail Menu₹2000 for two","Domlur, East Bengaluru","Quench BarDomlur, East BengaluruFinger Food, Cocktail Menu₹2000 for two1.0",Flat 15% + 25% with Bank Offers
Quench Bar,"Finger Food, Cocktail Menu₹2000 for two","Domlur, East Bengaluru","Quench BarDomlur, East BengaluruFinger Food, Cocktail Menu₹2000 for two1.0",Flat 15% + 25% with Bank Offers
Antra Veg,Multicuisine₹2000 for two,"Banashankari, South Bengaluru","Antra VegBanashankari, South BengaluruMulticuisine₹2000 for two4.6",25% Off :Payeazy
Antra Veg,Multicuisine₹2000 for two,"Banashankari, South Bengaluru","Antra VegBanashankari, South BengaluruMulticuisine₹2000 for two4.6",25% Off :Payeazy
Kung Food,"Chinese, Thai₹2000 for two","Banaswadi, North Bengaluru","Kung FoodBanaswadi, North BengaluruChinese, Thai₹2000 for two4.0",Flat 20% + 25% with Bank Offers
Kung Food,"Chinese, Thai₹2000 for two","Banaswadi, North Bengaluru","Kung FoodBanaswadi, North BengaluruChinese, Thai₹2000 for two4.0",Flat 20% + 25% with Bank Offers
Kenzai,Multicuisine₹2000 for two,"New BEL Road, North Bengaluru","KenzaiNew BEL Road, North BengaluruMulticuisine₹2000 for two4.1",Flat 10% + 25% with Bank Offers
Kenzai,Multicuisine₹2000 for two,"New BEL Road, North Bengaluru","KenzaiNew BEL Road, North BengaluruMulticuisine₹2000 for two4.1",Flat 10% + 25% with Bank Offers
My Tea House,Multicuisine₹2000 for two,"Banashankari, South Bengaluru  | View All(2) Outlets","My Tea HouseBanashankari, South Bengaluru  | View All(2) OutletsMulticuisine₹2000 for two4.0",Flat 20% + 25% with Bank Offers
My Tea House,Multicuisine₹2000 for two,"Banashankari, South Bengaluru  | View All(2) Outlets","My Tea HouseBanashankari, South Bengaluru  | View All(2) OutletsMulticuisine₹2000 for two4.0",Flat 20% + 25% with Bank Offers
Skylark Resto Bar,Multicuisine₹2000 for two,"Nagarbhavi, West Bengaluru","Skylark Resto BarNagarbhavi, West BengaluruMulticuisine₹2000 for two3.8",Flat 10% + 25% with Bank Offers
Skylark Resto Bar,Multicuisine₹2000 for two,"Nagarbhavi, West Bengaluru","Skylark Resto BarNagarbhavi, West BengaluruMulticuisine₹2000 for two3.8",Flat 10% + 25% with Bank Offers
Hashtag 88 Resto Bar,Multicuisine₹2000 for two,"Marathahalli, East Bengaluru","Hashtag 88 Resto BarMarathahalli, East BengaluruMulticuisine₹2000 for two4.2",25% Off :Payeazy
Hashtag 88 Resto Bar,Multicuisine₹2000 for two,"Marathahalli, East Bengaluru","Hashtag 88 Resto BarMarathahalli, East BengaluruMulticuisine₹2000 for two4.2",25% Off :Payeazy
Drava,Multicuisine₹2000 for two,"Koramangala, South Bengaluru","DravaKoramangala, South BengaluruMulticuisine₹2000 for two4.1",Flat 10% + 25% with Bank Offers
Drava,Multicuisine₹2000 for two,"Koramangala, South Bengaluru","DravaKoramangala, South BengaluruMulticuisine₹2000 for two4.1",Flat 10% + 25% with Bank Offers
Gustoes,Barbeque₹2000 for two,"Jayanagar, South Bengaluru","GustoesJayanagar, South BengaluruBarbeque₹2000 for two3.7",25% Off :Payeazy
Gustoes,Barbeque₹2000 for two,"Jayanagar, South Bengaluru","GustoesJayanagar, South BengaluruBarbeque₹2000 for two3.7",25% Off :Payeazy
The Dreaming Tree,"Italian, Mexican₹900 for two","HSR, South Bengaluru","The Dreaming TreeHSR, South BengaluruItalian, Mexican₹900 for two4.6",25% Off :Payeazy
The Dreaming Tree,"Italian, Mexican₹900 for two","HSR, South Bengaluru","The Dreaming TreeHSR, South BengaluruItalian, Mexican₹900 for two4.6",25% Off :Payeazy
2 RABBITS BAKES,"Bakery, Cafe₹2000 for two","Koramangala, South Bengaluru","2 RABBITS BAKESKoramangala, South BengaluruBakery, Cafe₹2000 for two4.0",Flat 10% + 25% with Bank Offers
2 RABBITS BAKES,"Bakery, Cafe₹2000 for two","Koramangala, South Bengaluru","2 RABBITS BAKESKoramangala, South BengaluruBakery, Cafe₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Mirth,Multicuisine₹2500 for two,"Indiranagar, East Bengaluru","MirthIndiranagar, East BengaluruMulticuisine₹2500 for two5.0",25% Off :Payeazy
Mirth,Multicuisine₹2500 for two,"Indiranagar, East Bengaluru","MirthIndiranagar, East BengaluruMulticuisine₹2500 for two5.0",25% Off :Payeazy
Kitchen De Buffet,Multicuisine₹2000 for two,"Gandhi Nagar, Central Bengaluru","Kitchen De BuffetGandhi Nagar, Central BengaluruMulticuisine₹2000 for two4.8",Flat 10% + 25% with Bank Offers
Kitchen De Buffet,Multicuisine₹2000 for two,"Gandhi Nagar, Central Bengaluru","Kitchen De BuffetGandhi Nagar, Central BengaluruMulticuisine₹2000 for two4.8",Flat 10% + 25% with Bank Offers
Rajdhani,"Gujarati, Rajasthani, North Indian₹2500 for two","Lulu Global Mall, Rajajinagar  | View All(2) Outlets","RajdhaniLulu Global Mall, Rajajinagar  | View All(2) OutletsGujarati, Rajasthani, North Indian₹2500 for two4.1",25% Off :Payeazy
Rajdhani,"Gujarati, Rajasthani, North Indian₹2500 for two","Lulu Global Mall, Rajajinagar  | View All(2) Outlets","RajdhaniLulu Global Mall, Rajajinagar  | View All(2) OutletsGujarati, Rajasthani, North Indian₹2500 for two4.1",25% Off :Payeazy
Panacea,"Cocktail Menu, Finger Food₹1200 for two","Kadubeesanahalli, Bengaluru","PanaceaKadubeesanahalli, BengaluruCocktail Menu, Finger Food₹1200 for two3.0",25% Off :Payeazy
Panacea,"Cocktail Menu, Finger Food₹1200 for two","Kadubeesanahalli, Bengaluru","PanaceaKadubeesanahalli, BengaluruCocktail Menu, Finger Food₹1200 for two3.0",25% Off :Payeazy
Chime,"Cocktail Menu, Asian₹2000 for two",Sheraton Grand Bengaluru Whitefield Hotel & Convention Center,"ChimeSheraton Grand Bengaluru Whitefield Hotel & Convention CenterCocktail Menu, Asian₹2000 for two4.5",Flat 15% + 25% with Bank Offers
Chime,"Cocktail Menu, Asian₹2000 for two",Sheraton Grand Bengaluru Whitefield Hotel & Convention Center,"ChimeSheraton Grand Bengaluru Whitefield Hotel & Convention CenterCocktail Menu, Asian₹2000 for two4.5",Flat 15% + 25% with Bank Offers
Brunchilly,Multicuisine₹2000 for two,"RBD Sarovar Portico, Bengaluru","BrunchillyRBD Sarovar Portico, BengaluruMulticuisine₹2000 for two4.2",Flat 10% + 25% with Bank Offers
Brunchilly,Multicuisine₹2000 for two,"RBD Sarovar Portico, Bengaluru","BrunchillyRBD Sarovar Portico, BengaluruMulticuisine₹2000 for two4.2",Flat 10% + 25% with Bank Offers
Shokudo ,"Japanese, Pan Asian, Korean₹2000 for two","Whitefield, East Bengaluru","Shokudo Whitefield, East BengaluruJapanese, Pan Asian, Korean₹2000 for two4.8",25% Off :Payeazy
Shokudo ,"Japanese, Pan Asian, Korean₹2000 for two","Whitefield, East Bengaluru","Shokudo Whitefield, East BengaluruJapanese, Pan Asian, Korean₹2000 for two4.8",25% Off :Payeazy
Pepe's Pizza,Pizza₹2000 for two,"Brookefield, East Bengaluru  | View All(6) Outlets","Pepe's PizzaBrookefield, East Bengaluru  | View All(6) OutletsPizza₹2000 for two4.3",Flat 20% + 25% with Bank Offers
Pepe's Pizza,Pizza₹2000 for two,"Brookefield, East Bengaluru  | View All(6) Outlets","Pepe's PizzaBrookefield, East Bengaluru  | View All(6) OutletsPizza₹2000 for two4.3",Flat 20% + 25% with Bank Offers
Sadda Punjabi Dhaba,North Indian₹800 for two,"Konanakunte, South Bengaluru","Sadda Punjabi DhabaKonanakunte, South BengaluruNorth Indian₹800 for two3.5",Flat 10% + 25% with Bank Offers
Sadda Punjabi Dhaba,North Indian₹800 for two,"Konanakunte, South Bengaluru","Sadda Punjabi DhabaKonanakunte, South BengaluruNorth Indian₹800 for two3.5",Flat 10% + 25% with Bank Offers
Tamarind,Multicuisine₹2000 for two,"Banaswadi, North Bengaluru","TamarindBanaswadi, North BengaluruMulticuisine₹2000 for two4.6",25% Off :Payeazy
Tamarind,Multicuisine₹2000 for two,"Banaswadi, North Bengaluru","TamarindBanaswadi, North BengaluruMulticuisine₹2000 for two4.6",25% Off :Payeazy
Naati Cafe,South Indian₹2000 for two,"Koramangala, South Bengaluru","Naati CafeKoramangala, South BengaluruSouth Indian₹2000 for two3.3",25% Off :Payeazy
Naati Cafe,South Indian₹2000 for two,"Koramangala, South Bengaluru","Naati CafeKoramangala, South BengaluruSouth Indian₹2000 for two3.3",25% Off :Payeazy
Xin Den,Pan Asian₹2000 for two,"HSR, South Bengaluru","Xin DenHSR, South BengaluruPan Asian₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Xin Den,Pan Asian₹2000 for two,"HSR, South Bengaluru","Xin DenHSR, South BengaluruPan Asian₹2000 for two4.0",Flat 10% + 25% with Bank Offers
"Gwalia - Sweets, Namkeen & Restaurant",North Indian₹2000 for two,"HSR, South Bengaluru  | View All(4) Outlets","Gwalia - Sweets, Namkeen & RestaurantHSR, South Bengaluru  | View All(4) OutletsNorth Indian₹2000 for two5.0",Flat 10% + 25% with Bank Offers
"Gwalia - Sweets, Namkeen & Restaurant",North Indian₹2000 for two,"HSR, South Bengaluru  | View All(4) Outlets","Gwalia - Sweets, Namkeen & RestaurantHSR, South Bengaluru  | View All(4) OutletsNorth Indian₹2000 for two5.0",Flat 10% + 25% with Bank Offers
Classic Matsya Sagara,"Mangalorean, Seafood₹600 for two","kengeri, South Bengaluru","Classic Matsya Sagarakengeri, South BengaluruMangalorean, Seafood₹600 for two5.0",Flat 10% + 25% with Bank Offers
